Payment Amount,Payment Type,Payment_Type,Order_Count
107.57480918470685,2.259726558251036,Credit Card,30
81.99555389416335,1.8996496292477154,Gift Card,28
92.87582033258566,1.8040012302278865,Mobile App,27
126.48181360421646,2.1214945132882868,Mobile App,43
81.08674068497433,2.2753585841164328,Mobile App,28
131.8323429551895,2.309739578165344,Mobile App,22
77.2094505106898,1.8547297781401246,Cash,31
119.00366723779933,1.7876991603143657,Gift Card,33
106.65729142219342,2.232390216028801,Credit Card,37
86.09604292632875,1.98214239318146,Credit Card,29
51.38098989896391,1.692683707599713,Cash,24
96.2114777291026,1.6256650454105452,Gift Card,24
124.48616955897452,1.5709575866118102,Mobile App,25
93.39933269954524,2.0392221731858275,Cash,24
121.61909933599173,1.5692413546461683,Gift Card,34
117.4474562823244,2.003069918305876,Mobile App,30
85.27737023428074,2.1386310422789814,Cash,21
102.98589543360205,1.8199349368523616,Gift Card,24
101.04703127485028,1.8844059209414719,Credit Card,25
152.27034690502495,3.3310653372605232,Credit Card,22
181.72033632290703,2.3810922505865753,Gift Card,30
192.66066749312535,2.023956100238749,Credit Card,26
146.96429809928833,3.2941586032422885,Gift Card,28
155.61983735470065,2.688650240089703,Mobile App,32
145.8375549928545,2.753499532670584,Gift Card,29
138.21270486111578,3.4248010485105125,Mobile App,31
157.14030971930094,2.653545202369673,Cash,33
167.991997508665,3.1536497604383045,Gift Card,30
166.2572423767792,3.314814420961806,Cash,37
133.42009978155855,2.7199094799015153,Credit Card,30
164.94587210246524,3.3051851327167325,Mobile App,32
149.58196812071705,3.058663691654391,Gift Card,27
175.5532979157685,2.704214305582085,Cash,33
160.94194762340075,2.898903673783053,Mobile App,28
145.64637593545558,3.549388425993595,Mobile App,25
166.5083269797606,3.4067548180003193,Credit Card,29
176.10957614308657,3.0105019208163797,Credit Card,35
163.6390594258993,2.844866621703272,Mobile App,30
156.48332704976883,2.9349284728161575,Mobile App,32
151.93991929985435,3.2975785127184567,Gift Card,26
133.63558633533054,4.04619363784273,Mobile App,34
129.87965237000597,2.392905693606134,Gift Card,36
173.16221747000137,3.395831346981468,Mobile App,27
162.4823963410431,3.31417275463214,Credit Card,29
149.7550645430617,2.551372814257084,Gift Card,29
151.51609116387453,2.6614191442439443,Cash,28
169.502394668355,2.9264713092489307,Credit Card,38
133.49005606414977,2.839307079173503,Gift Card,20
158.2586290855125,2.7181377235980126,Gift Card,28
133.55559208867137,3.121843605745956,Cash,46
154.89933142217444,2.746528412314435,Gift Card,32
140.57923388763354,3.116024968678818,Mobile App,28
121.03831317005351,2.296268112811722,Cash,31
135.63111557495128,2.8932764241440765,Credit Card,25
156.2181513119601,3.737678108474776,Credit Card,28
167.1531924640404,2.9200307350182864,Mobile App,28
149.61967584194622,2.4987353176810956,Credit Card,34
149.6297372801522,2.855670680539931,Gift Card,33
156.45437120676178,2.5863845282238387,Gift Card,25
160.38693028482345,3.766369456501289,Mobile App,30
147.82479703086284,3.2008558610494706,Credit Card,35
163.80287983422224,2.7993897640570817,Credit Card,31
154.48184963620832,3.0062962003908975,Mobile App,35
151.95352197097662,2.6134951080722666,Cash,35
150.49020348517885,3.248999145622725,Credit Card,35
179.02287215590084,3.4796354130426033,Cash,23
193.06364915023113,2.616326218555975,Credit Card,32
167.44641273441357,3.091671002869176,Credit Card,24
193.79605866435344,2.595850857322424,Credit Card,38
133.20556315638447,2.700303677277989,Credit Card,39
107.52208551380386,2.7371224891596193,Gift Card,32
134.81734676892603,3.075196893238104,Cash,38
156.8351195155432,3.938085419607943,Cash,32
169.008476763721,2.7115481721687984,Credit Card,30
132.03170657303284,3.245959585753253,Credit Card,26
123.59533585958715,3.915729382927177,Cash,27
173.58880241442574,2.765412173947648,Gift Card,25
115.73730941818245,3.676936187082706,Mobile App,39
147.70920309494764,3.618908155986731,Mobile App,24
